company;date;price
Saudi Electricity Company (SEC);10/22/2023;17.12
Saudi Electricity Company (SEC);10/23/2023;17.06
Saudi Electricity Company (SEC);10/24/2023;16.96
Saudi Electricity Company (SEC);10/25/2023;17.4
Saudi Electricity Company (SEC);10/26/2023;17.48
Saudi Electricity Company (SEC);10/29/2023;17.76
Saudi Electricity Company (SEC);10/30/2023;17.64
Saudi Electricity Company (SEC);10/31/2023;17.8
Saudi Electricity Company (SEC);11/01/2023;17.7
Saudi Electricity Company (SEC);11/02/2023;17.44
Saudi Electricity Company (SEC);11/05/2023;17.48
Saudi Electricity Company (SEC);11/06/2023;17.4
Saudi Electricity Company (SEC);11/07/2023;17.28
Saudi Electricity Company (SEC);11/08/2023;17.02
Saudi Electricity Company (SEC);11/09/2023;17.3
Saudi Electricity Company (SEC);11/12/2023;18.34
Saudi Electricity Company (SEC);11/13/2023;18.52
Saudi Electricity Company (SEC);11/14/2023;18.32
Saudi Electricity Company (SEC);11/15/2023;18.84
Saudi Electricity Company (SEC);11/16/2023;18.5
Saudi Electricity Company (SEC);11/19/2023;18.6
Saudi Electricity Company (SEC);11/20/2023;18.46
Saudi Electricity Company (SEC);11/21/2023;18.5
Saudi Electricity Company (SEC);11/22/2023;18.66
Saudi Electricity Company (SEC);11/23/2023;18.66
Saudi Electricity Company (SEC);11/26/2023;18.44
Saudi Electricity Company (SEC);11/27/2023;18.1
Saudi Electricity Company (SEC);11/28/2023;18.08
Saudi Electricity Company (SEC);11/29/2023;17.94
Saudi Electricity Company (SEC);11/30/2023;18.06
Saudi Electricity Company (SEC);12/03/2023;18.4
Saudi Electricity Company (SEC);12/04/2023;18.36
Saudi Electricity Company (SEC);12/05/2023;18.54
Saudi Electricity Company (SEC);12/06/2023;18.22
Saudi Electricity Company (SEC);12/07/2023;18.28
Saudi Electricity Company (SEC);12/10/2023;18.32
Saudi Electricity Company (SEC);12/11/2023;18.24
Saudi Electricity Company (SEC);12/12/2023;18.32
Saudi Electricity Company (SEC);12/13/2023;18
Saudi Electricity Company (SEC);12/14/2023;18.22
Saudi Electricity Company (SEC);12/17/2023;18.3
Saudi Electricity Company (SEC);12/18/2023;18.34
Saudi Electricity Company (SEC);12/19/2023;18.96
Saudi Electricity Company (SEC);12/20/2023;18.84
Saudi Electricity Company (SEC);12/21/2023;18.8
Saudi Electricity Company (SEC);12/24/2023;18.84
Saudi Electricity Company (SEC);12/25/2023;18.84
Saudi Electricity Company (SEC);12/26/2023;18.84
Saudi Electricity Company (SEC);12/27/2023;18.98
Saudi Electricity Company (SEC);12/28/2023;18.96
Saudi Electricity Company (SEC);12/31/2023;18.98
Saudi Electricity Company (SEC);01/01/2024;19.12
Saudi Electricity Company (SEC);01/02/2024;19.48
Saudi Electricity Company (SEC);01/03/2024;19.28
Saudi Electricity Company (SEC);01/04/2024;19.4
Saudi Electricity Company (SEC);01/07/2024;19.62
Saudi Electricity Company (SEC);01/08/2024;19.52
Saudi Electricity Company (SEC);01/09/2024;19.66
Saudi Electricity Company (SEC);01/10/2024;19.4
Saudi Electricity Company (SEC);01/11/2024;19.08
Saudi Electricity Company (SEC);1/14/2024;18.98
Saudi Electricity Company (SEC);1/15/2024;18.78
Saudi Electricity Company (SEC);1/16/2024;18.58
Saudi Electricity Company (SEC);1/17/2024;18.6
Saudi Electricity Company (SEC);1/18/2024;18.18
Saudi Electricity Company (SEC);1/21/2024;18.44
Saudi Electricity Company (SEC);1/22/2024;18.44
Saudi Electricity Company (SEC);1/23/2024;19.2
Saudi Electricity Company (SEC);1/24/2024;19.04
Saudi Electricity Company (SEC);1/25/2024;19.02
Saudi Electricity Company (SEC);1/28/2024;19.18
Saudi Electricity Company (SEC);1/29/2024;20.42
Saudi Electricity Company (SEC);1/30/2024;19.5
Saudi Electricity Company (SEC);1/31/2024;18.96
Saudi Electricity Company (SEC);02/01/2024;18.72
Saudi Electricity Company (SEC);02/04/2024;19.1
Saudi Electricity Company (SEC);02/05/2024;19.68
Saudi Electricity Company (SEC);02/06/2024;19.5
Saudi Electricity Company (SEC);02/07/2024;19.56
Saudi Electricity Company (SEC);02/08/2024;19.56
Saudi Electricity Company (SEC);02/11/2024;19.8
Saudi Electricity Company (SEC);02/12/2024;19.78
Saudi Electricity Company (SEC);2/13/2024;19.94
Saudi Electricity Company (SEC);2/14/2024;20
Saudi Electricity Company (SEC);2/15/2024;20.18
Saudi Electricity Company (SEC);2/18/2024;20.04
Saudi Electricity Company (SEC);2/19/2024;19.88
Saudi Electricity Company (SEC);2/20/2024;19.86
Saudi Electricity Company (SEC);2/21/2024;19.7
Saudi Electricity Company (SEC);2/25/2024;19.96
Saudi Electricity Company (SEC);2/26/2024;19.72
Saudi Electricity Company (SEC);2/27/2024;19.92
Saudi Electricity Company (SEC);2/28/2024;19.8
Saudi Electricity Company (SEC);2/29/2024;20
Saudi Electricity Company (SEC);03/03/2024;19.88
Saudi Electricity Company (SEC);03/04/2024;19.74
Saudi Electricity Company (SEC);03/05/2024;19.74
Saudi Electricity Company (SEC);03/06/2024;19.9
Saudi Electricity Company (SEC);03/07/2024;19.74
Saudi Electricity Company (SEC);03/10/2024;19.8
Saudi Electricity Company (SEC);03/11/2024;19.72
Saudi Electricity Company (SEC);03/12/2024;19.82
Saudi Electricity Company (SEC);3/13/2024;19.72
Saudi Electricity Company (SEC);3/14/2024;19.78
Saudi Electricity Company (SEC);3/17/2024;19.66
Saudi Electricity Company (SEC);3/18/2024;19.58
Saudi Electricity Company (SEC);3/19/2024;19.8
Saudi Electricity Company (SEC);3/20/2024;19.78
Saudi Electricity Company (SEC);3/21/2024;19.86
Saudi Electricity Company (SEC);3/24/2024;19.86
Saudi Electricity Company (SEC);3/25/2024;19.82
Saudi Electricity Company (SEC);3/26/2024;19.74
Saudi Electricity Company (SEC);3/27/2024;19.56
Saudi Electricity Company (SEC);3/28/2024;19.78
Saudi Electricity Company (SEC);3/31/2024;19.74
Saudi Electricity Company (SEC);04/01/2024;19.7
Saudi Electricity Company (SEC);04/02/2024;19.58
Saudi Electricity Company (SEC);04/03/2024;19.68
Saudi Electricity Company (SEC);04/04/2024;19.9
Saudi Electricity Company (SEC);4/15/2024;20.42
Saudi Electricity Company (SEC);4/16/2024;20.28
Saudi Electricity Company (SEC);4/17/2024;19.78
Saudi Electricity Company (SEC);4/18/2024;19.92
Saudi Electricity Company (SEC);4/21/2024;19.9
Saudi Electricity Company (SEC);4/22/2024;19.66
Saudi Electricity Company (SEC);4/23/2024;19.7
Saudi Electricity Company (SEC);4/24/2024;19.36
Saudi Electricity Company (SEC);4/25/2024;19.36
Saudi Electricity Company (SEC);4/28/2024;19.36
Saudi Electricity Company (SEC);4/29/2024;19.34
Saudi Electricity Company (SEC);4/30/2024;18.62
Saudi Electricity Company (SEC);05/01/2024;18.36
Saudi Electricity Company (SEC);05/02/2024;18.38
Saudi Electricity Company (SEC);05/05/2024;18.74
Saudi Electricity Company (SEC);05/06/2024;18.6
Saudi Electricity Company (SEC);05/07/2024;18.6
Saudi Electricity Company (SEC);05/08/2024;18.62
Saudi Electricity Company (SEC);05/09/2024;18.34
Saudi Electricity Company (SEC);05/12/2024;18.52
Saudi Electricity Company (SEC);5/13/2024;18.84
Saudi Electricity Company (SEC);5/14/2024;18.78
Saudi Electricity Company (SEC);5/15/2024;17.72
Saudi Electricity Company (SEC);5/16/2024;17.64
Saudi Electricity Company (SEC);5/19/2024;17.64
Saudi Electricity Company (SEC);5/20/2024;17.48
Saudi Electricity Company (SEC);5/21/2024;18.3
Saudi Electricity Company (SEC);5/22/2024;17.72
Saudi Electricity Company (SEC);5/23/2024;17.82
Saudi Electricity Company (SEC);5/26/2024;17.4
Saudi Electricity Company (SEC);5/27/2024;17.02
Saudi Electricity Company (SEC);5/28/2024;16.92
Saudi Electricity Company (SEC);5/29/2024;16.9
Saudi Electricity Company (SEC);5/30/2024;16.9
Saudi Electricity Company (SEC);06/02/2024;16.9
Saudi Electricity Company (SEC);06/03/2024;17.14
Saudi Electricity Company (SEC);06/04/2024;16.94
Saudi Electricity Company (SEC);06/05/2024;16.88
Saudi Electricity Company (SEC);06/06/2024;16.6
Saudi Electricity Company (SEC);06/09/2024;17
Saudi Electricity Company (SEC);06/10/2024;16.92
Saudi Electricity Company (SEC);06/11/2024;16.8
Saudi Electricity Company (SEC);06/12/2024;16.54
Saudi Electricity Company (SEC);6/13/2024;16.42
Saudi Electricity Company (SEC);6/23/2024;16.84
Saudi Electricity Company (SEC);6/24/2024;16.6
Saudi Electricity Company (SEC);6/25/2024;16.5
Saudi Electricity Company (SEC);6/26/2024;16.34
Saudi Electricity Company (SEC);6/27/2024;16.46
Saudi Electricity Company (SEC);6/30/2024;16.46
Saudi Electricity Company (SEC);07/01/2024;16.46
Saudi Electricity Company (SEC);07/02/2024;16.22
Saudi Electricity Company (SEC);07/03/2024;16.14
Saudi Electricity Company (SEC);07/04/2024;16.14
Saudi Electricity Company (SEC);07/07/2024;16.18
Saudi Electricity Company (SEC);07/08/2024;16.34
Saudi Electricity Company (SEC);07/09/2024;16.24
Saudi Electricity Company (SEC);07/10/2024;16.24
Saudi Electricity Company (SEC);07/11/2024;16.3
Saudi Electricity Company (SEC);7/14/2024;16.42
Saudi Electricity Company (SEC);7/15/2024;16.36
Saudi Electricity Company (SEC);7/16/2024;16.46
Saudi Electricity Company (SEC);7/17/2024;16.76
Saudi Electricity Company (SEC);7/18/2024;16.8
Saudi Electricity Company (SEC);7/21/2024;16.96
Saudi Electricity Company (SEC);7/22/2024;16.92
Saudi Electricity Company (SEC);7/23/2024;16.86
Saudi Electricity Company (SEC);7/24/2024;16.78
Saudi Electricity Company (SEC);7/25/2024;16.66
Saudi Electricity Company (SEC);7/28/2024;16.98
Saudi Electricity Company (SEC);7/29/2024;17
Saudi Electricity Company (SEC);7/30/2024;17.08
Saudi Electricity Company (SEC);7/31/2024;17.08
Saudi Electricity Company (SEC);08/01/2024;17.1
Saudi Electricity Company (SEC);08/04/2024;16.72
Saudi Electricity Company (SEC);08/05/2024;16.54
Saudi Electricity Company (SEC);08/06/2024;16.7
Saudi Electricity Company (SEC);08/07/2024;16.64
Saudi Electricity Company (SEC);08/08/2024;16.8
Saudi Electricity Company (SEC);08/11/2024;17.24
Saudi Electricity Company (SEC);08/12/2024;16.8
Saudi Electricity Company (SEC);8/13/2024;16.98
Saudi Electricity Company (SEC);8/14/2024;16.9
Saudi Electricity Company (SEC);8/15/2024;16.98
Saudi Electricity Company (SEC);8/18/2024;16.9
Saudi Electricity Company (SEC);8/19/2024;16.82
Saudi Electricity Company (SEC);8/20/2024;16.96
Saudi Electricity Company (SEC);8/21/2024;17.1
Saudi Electricity Company (SEC);8/22/2024;17.2
Saudi Electricity Company (SEC);8/25/2024;17.42
Saudi Electricity Company (SEC);8/26/2024;17.62
Saudi Electricity Company (SEC);8/27/2024;17.8
Saudi Electricity Company (SEC);8/28/2024;17.42
Saudi Electricity Company (SEC);8/29/2024;17.54
Saudi Electricity Company (SEC);09/01/2024;17.26
Saudi Electricity Company (SEC);09/02/2024;17.28
Saudi Electricity Company (SEC);09/03/2024;17.32
Saudi Electricity Company (SEC);09/04/2024;17.1
Saudi Electricity Company (SEC);09/05/2024;17.16
Saudi Electricity Company (SEC);09/08/2024;17
Saudi Electricity Company (SEC);09/09/2024;17
Saudi Electricity Company (SEC);09/10/2024;16.82
Saudi Electricity Company (SEC);09/11/2024;16.58
Saudi Electricity Company (SEC);09/12/2024;16.68
Saudi Electricity Company (SEC);9/15/2024;16.74
Saudi Electricity Company (SEC);9/16/2024;16.96
Saudi Electricity Company (SEC);9/17/2024;16.78
Saudi Electricity Company (SEC);9/18/2024;16.84
Saudi Electricity Company (SEC);9/19/2024;16.96
Saudi Electricity Company (SEC);9/22/2024;16.76
Saudi Electricity Company (SEC);9/24/2024;16.94
Saudi Electricity Company (SEC);9/25/2024;16.98
Saudi Electricity Company (SEC);9/26/2024;16.94
Saudi Electricity Company (SEC);9/29/2024;16.8
Saudi Electricity Company (SEC);9/30/2024;16.66
Saudi Electricity Company (SEC);10/01/2024;16.8
Saudi Electricity Company (SEC);10/02/2024;16.8
Saudi Electricity Company (SEC);10/03/2024;16.34
Saudi Electricity Company (SEC);10/06/2024;16.12
Saudi Electricity Company (SEC);10/07/2024;16.3
Saudi Electricity Company (SEC);10/08/2024;16.16
Saudi Electricity Company (SEC);10/09/2024;16.24
Saudi Electricity Company (SEC);10/10/2024;16.2
Saudi Electricity Company (SEC);10/13/2024;16.22
Saudi Electricity Company (SEC);10/14/2024;16.18
Saudi Electricity Company (SEC);10/15/2024;16.06
Saudi Electricity Company (SEC);10/16/2024;16.06
Saudi Electricity Company (SEC);10/17/2024;16.06
Saudi Electricity Company (SEC);10/20/2024;16.14
Saudi Telecom Company (STC);10/22/2023;36.15
Saudi Telecom Company (STC);10/23/2023;35.65
Saudi Telecom Company (STC);10/24/2023;36
Saudi Telecom Company (STC);10/25/2023;36.65
Saudi Telecom Company (STC);10/26/2023;36.05
Saudi Telecom Company (STC);10/29/2023;36.85
Saudi Telecom Company (STC);10/30/2023;37.1
Saudi Telecom Company (STC);10/31/2023;38.4
Saudi Telecom Company (STC);11/01/2023;38.55
Saudi Telecom Company (STC);11/02/2023;38.25
Saudi Telecom Company (STC);11/05/2023;38.35
Saudi Telecom Company (STC);11/06/2023;37.95
Saudi Telecom Company (STC);11/07/2023;37.95
Saudi Telecom Company (STC);11/08/2023;38.2
Saudi Telecom Company (STC);11/09/2023;38.2
Saudi Telecom Company (STC);11/12/2023;37.7
Saudi Telecom Company (STC);11/13/2023;37.1
Saudi Telecom Company (STC);11/14/2023;37.1
Saudi Telecom Company (STC);11/15/2023;38.75
Saudi Telecom Company (STC);11/16/2023;39.2
Saudi Telecom Company (STC);11/19/2023;39.05
Saudi Telecom Company (STC);11/20/2023;38.65
Saudi Telecom Company (STC);11/21/2023;38.3
Saudi Telecom Company (STC);11/22/2023;38.3
Saudi Telecom Company (STC);11/23/2023;38.3
Saudi Telecom Company (STC);11/26/2023;37.9
Saudi Telecom Company (STC);11/27/2023;38.3
Saudi Telecom Company (STC);11/28/2023;38.45
Saudi Telecom Company (STC);11/29/2023;38.45
Saudi Telecom Company (STC);11/30/2023;38.45
Saudi Telecom Company (STC);12/03/2023;38.3
Saudi Telecom Company (STC);12/04/2023;38.15
Saudi Telecom Company (STC);12/05/2023;38.25
Saudi Telecom Company (STC);12/06/2023;38.1
Saudi Telecom Company (STC);12/07/2023;38.15
Saudi Telecom Company (STC);12/10/2023;38.4
Saudi Telecom Company (STC);12/11/2023;40
Saudi Telecom Company (STC);12/12/2023;39.05
Saudi Telecom Company (STC);12/13/2023;39
Saudi Telecom Company (STC);12/14/2023;39.25
Saudi Telecom Company (STC);12/17/2023;39.6
Saudi Telecom Company (STC);12/18/2023;39.6
Saudi Telecom Company (STC);12/19/2023;39.35
Saudi Telecom Company (STC);12/20/2023;39.3
Saudi Telecom Company (STC);12/21/2023;39.2
Saudi Telecom Company (STC);12/24/2023;39.3
Saudi Telecom Company (STC);12/25/2023;39.6
Saudi Telecom Company (STC);12/26/2023;40.25
Saudi Telecom Company (STC);12/27/2023;40.25
Saudi Telecom Company (STC);12/28/2023;40.45
Saudi Telecom Company (STC);12/31/2023;40.4
Saudi Telecom Company (STC);01/01/2024;40.4
Saudi Telecom Company (STC);01/02/2024;40.95
Saudi Telecom Company (STC);01/03/2024;40.25
Saudi Telecom Company (STC);01/04/2024;40.85
Saudi Telecom Company (STC);01/07/2024;41.5
Saudi Telecom Company (STC);01/08/2024;40.95
Saudi Telecom Company (STC);01/09/2024;40.9
Saudi Telecom Company (STC);01/10/2024;41.1
Saudi Telecom Company (STC);01/11/2024;41.15
Saudi Telecom Company (STC);1/14/2024;41.05
Saudi Telecom Company (STC);1/15/2024;41.3
Saudi Telecom Company (STC);1/16/2024;40.9
Saudi Telecom Company (STC);1/17/2024;41.6
Saudi Telecom Company (STC);1/18/2024;41.25
Saudi Telecom Company (STC);1/21/2024;41.5
Saudi Telecom Company (STC);1/22/2024;41.5
Saudi Telecom Company (STC);1/23/2024;41.95
Saudi Telecom Company (STC);1/24/2024;42.4
Saudi Telecom Company (STC);1/25/2024;42.65
Saudi Telecom Company (STC);1/28/2024;42.2
Saudi Telecom Company (STC);1/29/2024;41.8
Saudi Telecom Company (STC);1/30/2024;41.75
Saudi Telecom Company (STC);1/31/2024;40.8
Saudi Telecom Company (STC);02/01/2024;41.75
Saudi Telecom Company (STC);02/04/2024;41.85
Saudi Telecom Company (STC);02/05/2024;42.65
Saudi Telecom Company (STC);02/06/2024;42.55
Saudi Telecom Company (STC);02/07/2024;41.95
Saudi Telecom Company (STC);02/08/2024;41.95
Saudi Telecom Company (STC);02/11/2024;41.3
Saudi Telecom Company (STC);02/12/2024;41.2
Saudi Telecom Company (STC);2/13/2024;41.5
Saudi Telecom Company (STC);2/14/2024;41.35
Saudi Telecom Company (STC);2/15/2024;41.65
Saudi Telecom Company (STC);2/18/2024;41.55
Saudi Telecom Company (STC);2/19/2024;41.75
Saudi Telecom Company (STC);2/20/2024;42.8
Saudi Telecom Company (STC);2/21/2024;41.95
Saudi Telecom Company (STC);2/25/2024;41.95
Saudi Telecom Company (STC);2/26/2024;41.4
Saudi Telecom Company (STC);2/27/2024;41.7
Saudi Telecom Company (STC);2/28/2024;41.6
Saudi Telecom Company (STC);2/29/2024;42.45
Saudi Telecom Company (STC);03/03/2024;42.05
Saudi Telecom Company (STC);03/04/2024;41.1
Saudi Telecom Company (STC);03/05/2024;41.1
Saudi Telecom Company (STC);03/06/2024;41.35
Saudi Telecom Company (STC);03/07/2024;41.15
Saudi Telecom Company (STC);03/10/2024;41.25
Saudi Telecom Company (STC);03/11/2024;40.45
Saudi Telecom Company (STC);03/12/2024;40.15
Saudi Telecom Company (STC);3/13/2024;39.85
Saudi Telecom Company (STC);3/14/2024;39.75
Saudi Telecom Company (STC);3/17/2024;39.9
Saudi Telecom Company (STC);3/18/2024;39.65
Saudi Telecom Company (STC);3/19/2024;39.7
Saudi Telecom Company (STC);3/20/2024;39.75
Saudi Telecom Company (STC);3/21/2024;39.65
Saudi Telecom Company (STC);3/24/2024;39.85
Saudi Telecom Company (STC);3/25/2024;39.45
Saudi Telecom Company (STC);3/26/2024;39.75
Saudi Telecom Company (STC);3/27/2024;39.75
Saudi Telecom Company (STC);3/28/2024;39.6
Saudi Telecom Company (STC);3/31/2024;39.6
Saudi Telecom Company (STC);04/01/2024;38.9
Saudi Telecom Company (STC);04/02/2024;38.5
Saudi Telecom Company (STC);04/03/2024;38.6
Saudi Telecom Company (STC);04/04/2024;38.95
Saudi Telecom Company (STC);4/14/2024;38.95
Saudi Telecom Company (STC);4/15/2024;39.1
Saudi Telecom Company (STC);4/16/2024;38.6
Saudi Telecom Company (STC);4/17/2024;38.25
Saudi Telecom Company (STC);4/18/2024;39.25
Saudi Telecom Company (STC);4/21/2024;39.3
Saudi Telecom Company (STC);4/22/2024;38.8
Saudi Telecom Company (STC);4/23/2024;38.45
Saudi Telecom Company (STC);4/24/2024;38.25
Saudi Telecom Company (STC);4/25/2024;38.35
Saudi Telecom Company (STC);4/28/2024;38.35
Saudi Telecom Company (STC);4/29/2024;38.05
Saudi Telecom Company (STC);4/30/2024;37.65
Saudi Telecom Company (STC);05/01/2024;37.3
Saudi Telecom Company (STC);05/02/2024;37.3
Saudi Telecom Company (STC);05/05/2024;37.3
Saudi Telecom Company (STC);05/06/2024;37.8
Saudi Telecom Company (STC);05/07/2024;37.5
Saudi Telecom Company (STC);05/08/2024;38.15
Saudi Telecom Company (STC);05/09/2024;38.45
Saudi Telecom Company (STC);05/12/2024;38.35
Saudi Telecom Company (STC);5/13/2024;38.1
Saudi Telecom Company (STC);5/14/2024;38.05
Saudi Telecom Company (STC);5/15/2024;37.9
Saudi Telecom Company (STC);5/16/2024;38
Saudi Telecom Company (STC);5/19/2024;38
Saudi Telecom Company (STC);5/20/2024;38.05
Saudi Telecom Company (STC);5/21/2024;38
Saudi Telecom Company (STC);5/22/2024;37.8
Saudi Telecom Company (STC);5/23/2024;36.85
Saudi Telecom Company (STC);5/26/2024;36.55
Saudi Telecom Company (STC);5/27/2024;36.7
Saudi Telecom Company (STC);5/28/2024;36.4
Saudi Telecom Company (STC);5/29/2024;36.4
Saudi Telecom Company (STC);5/30/2024;36.4
Saudi Telecom Company (STC);06/02/2024;36.4
Saudi Telecom Company (STC);06/03/2024;36.9
Saudi Telecom Company (STC);06/04/2024;36.65
Saudi Telecom Company (STC);06/05/2024;36.5
Saudi Telecom Company (STC);06/06/2024;36.35
Saudi Telecom Company (STC);06/09/2024;37.55
Saudi Telecom Company (STC);06/10/2024;37.65
Saudi Telecom Company (STC);06/11/2024;37.5
Saudi Telecom Company (STC);06/12/2024;36.8
Saudi Telecom Company (STC);6/13/2024;36.6
Saudi Telecom Company (STC);6/23/2024;37.5
Saudi Telecom Company (STC);6/24/2024;37.05
Saudi Telecom Company (STC);6/25/2024;37.45
Saudi Telecom Company (STC);6/26/2024;37.1
Saudi Telecom Company (STC);6/27/2024;37.5
Saudi Telecom Company (STC);6/30/2024;37.5
Saudi Telecom Company (STC);07/01/2024;38
Saudi Telecom Company (STC);07/02/2024;37.65
Saudi Telecom Company (STC);07/03/2024;38.1
Saudi Telecom Company (STC);07/04/2024;37.95
Saudi Telecom Company (STC);07/07/2024;37.85
Saudi Telecom Company (STC);07/08/2024;38.5
Saudi Telecom Company (STC);07/09/2024;38.6
Saudi Telecom Company (STC);07/10/2024;38.65
Saudi Telecom Company (STC);07/11/2024;38.45
Saudi Telecom Company (STC);7/14/2024;38.55
Saudi Telecom Company (STC);7/15/2024;38.9
Saudi Telecom Company (STC);7/16/2024;38.9
Saudi Telecom Company (STC);7/17/2024;38.75
Saudi Telecom Company (STC);7/18/2024;38.7
Saudi Telecom Company (STC);7/21/2024;38.6
Saudi Telecom Company (STC);7/22/2024;39
Saudi Telecom Company (STC);7/23/2024;38.85
Saudi Telecom Company (STC);7/24/2024;39.1
Saudi Telecom Company (STC);7/25/2024;39.15
Saudi Telecom Company (STC);7/28/2024;39.05
Saudi Telecom Company (STC);7/29/2024;38.9
Saudi Telecom Company (STC);7/30/2024;38.6
Saudi Telecom Company (STC);7/31/2024;38.5
Saudi Telecom Company (STC);08/01/2024;38.35
Saudi Telecom Company (STC);08/04/2024;37.15
Saudi Telecom Company (STC);08/05/2024;37.15
Saudi Telecom Company (STC);08/06/2024;38.15
Saudi Telecom Company (STC);08/07/2024;37.9
Saudi Telecom Company (STC);08/08/2024;38.05
Saudi Telecom Company (STC);08/11/2024;38
Saudi Telecom Company (STC);08/12/2024;38.9
Saudi Telecom Company (STC);8/13/2024;39.1
Saudi Telecom Company (STC);8/14/2024;39.25
Saudi Telecom Company (STC);8/15/2024;39.1
Saudi Telecom Company (STC);8/18/2024;38.95
Saudi Telecom Company (STC);8/19/2024;39
Saudi Telecom Company (STC);8/20/2024;39.2
Saudi Telecom Company (STC);8/21/2024;39.75
Saudi Telecom Company (STC);8/22/2024;39.75
Saudi Telecom Company (STC);8/25/2024;43.7
Saudi Telecom Company (STC);8/26/2024;43.6
Saudi Telecom Company (STC);8/27/2024;43.6
Saudi Telecom Company (STC);8/28/2024;42.7
Saudi Telecom Company (STC);8/29/2024;43
Saudi Telecom Company (STC);09/01/2024;43.3
Saudi Telecom Company (STC);09/02/2024;43.3
Saudi Telecom Company (STC);09/03/2024;43.25
Saudi Telecom Company (STC);09/04/2024;43
Saudi Telecom Company (STC);09/05/2024;42.65
Saudi Telecom Company (STC);09/08/2024;42.2
Saudi Telecom Company (STC);09/09/2024;42.5
Saudi Telecom Company (STC);09/10/2024;42.65
Saudi Telecom Company (STC);09/11/2024;42.35
Saudi Telecom Company (STC);09/12/2024;42.3
Saudi Telecom Company (STC);9/15/2024;42.3
Saudi Telecom Company (STC);9/16/2024;42.4
Saudi Telecom Company (STC);9/17/2024;42.4
Saudi Telecom Company (STC);9/18/2024;42.75
Saudi Telecom Company (STC);9/19/2024;43.65
Saudi Telecom Company (STC);9/22/2024;43.85
Saudi Telecom Company (STC);9/24/2024;43.55
Saudi Telecom Company (STC);9/25/2024;44
Saudi Telecom Company (STC);9/26/2024;44.1
Saudi Telecom Company (STC);9/29/2024;43.95
Saudi Telecom Company (STC);9/30/2024;43.7
Saudi Telecom Company (STC);10/01/2024;43.85
Saudi Telecom Company (STC);10/02/2024;43.85
Saudi Telecom Company (STC);10/03/2024;42.5
Saudi Telecom Company (STC);10/06/2024;42.05
Saudi Telecom Company (STC);10/07/2024;42.25
Saudi Telecom Company (STC);10/08/2024;42.35
Saudi Telecom Company (STC);10/09/2024;42.05
Saudi Telecom Company (STC);10/10/2024;42.15
Saudi Telecom Company (STC);10/13/2024;42.35
Saudi Telecom Company (STC);10/14/2024;42.75
Saudi Telecom Company (STC);10/15/2024;43.15
Saudi Telecom Company (STC);10/16/2024;43.15
Saudi Telecom Company (STC);10/17/2024;42.25
Saudi Telecom Company (STC);10/20/2024;42.2
Saudi Aramco;10/22/2023;33.35
Saudi Aramco;10/23/2023;33.25
Saudi Aramco;10/24/2023;33.2
Saudi Aramco;10/25/2023;33.05
Saudi Aramco;10/26/2023;33.2
Saudi Aramco;10/29/2023;32.95
Saudi Aramco;10/30/2023;32.95
Saudi Aramco;10/31/2023;33.3
Saudi Aramco;11/01/2023;33.15
Saudi Aramco;11/02/2023;33.15
Saudi Aramco;11/05/2023;33.3
Saudi Aramco;11/06/2023;33.45
Saudi Aramco;11/07/2023;33.6
Saudi Aramco;11/08/2023;33.55
Saudi Aramco;11/09/2023;33.5
Saudi Aramco;11/12/2023;33.55
Saudi Aramco;11/13/2023;33.7
Saudi Aramco;11/14/2023;33.85
Saudi Aramco;11/15/2023;33.5
Saudi Aramco;11/16/2023;33.65
Saudi Aramco;11/19/2023;33.75
Saudi Aramco;11/20/2023;33.45
Saudi Aramco;11/21/2023;33.45
Saudi Aramco;11/22/2023;33.45
Saudi Aramco;11/23/2023;33.45
Saudi Aramco;11/26/2023;33.4
Saudi Aramco;11/27/2023;33.25
Saudi Aramco;11/28/2023;33.25
Saudi Aramco;11/29/2023;33.3
Saudi Aramco;11/30/2023;33.2
Saudi Aramco;12/03/2023;33.35
Saudi Aramco;12/04/2023;33.2
Saudi Aramco;12/05/2023;33.05
Saudi Aramco;12/06/2023;33
Saudi Aramco;12/07/2023;33.05
Saudi Aramco;12/10/2023;32.95
Saudi Aramco;12/11/2023;33.05
Saudi Aramco;12/12/2023;32.95
Saudi Aramco;12/13/2023;32.8
Saudi Aramco;12/14/2023;32.9
Saudi Aramco;12/17/2023;32.9
Saudi Aramco;12/18/2023;33.1
Saudi Aramco;12/19/2023;33.05
Saudi Aramco;12/20/2023;33.1
Saudi Aramco;12/21/2023;33
Saudi Aramco;12/24/2023;33
Saudi Aramco;12/25/2023;33.1
Saudi Aramco;12/26/2023;33.05
Saudi Aramco;12/27/2023;33.15
Saudi Aramco;12/28/2023;33.05
Saudi Aramco;12/31/2023;33
Saudi Aramco;01/01/2024;33.05
Saudi Aramco;01/02/2024;33.05
Saudi Aramco;01/03/2024;32.95
Saudi Aramco;01/04/2024;33.05
Saudi Aramco;01/07/2024;33.25
Saudi Aramco;01/08/2024;33.45
Saudi Aramco;01/09/2024;33.25
Saudi Aramco;01/10/2024;32.9
Saudi Aramco;01/11/2024;32.85
Saudi Aramco;1/14/2024;32.85
Saudi Aramco;1/15/2024;32.4
Saudi Aramco;1/16/2024;31.95
Saudi Aramco;1/17/2024;31.75
Saudi Aramco;1/18/2024;31.9
Saudi Aramco;1/21/2024;32
Saudi Aramco;1/22/2024;32
Saudi Aramco;1/23/2024;31.65
